Game Results:

TOKEN	TAG	GUESS
QUERIES
-------------
Westlake	PER	O	5
the	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
iron	[PER=0.001,LOC=0.001,ORG=0.001,O=0.998]	O	O
grill	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
off	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
his	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
cell	[PER=0.000,LOC=0.000,ORG=0.003,O=0.997]	O	O
window	[PER=0.000,LOC=0.001,ORG=0.000,O=0.998]	O	O
and	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
climbed	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
down	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
the	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
prison	[PER=0.001,LOC=0.001,ORG=0.001,O=0.997]	O	O
's	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
five-metre	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
(	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
15-foot	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
)	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
wall	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
on	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
a	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
rope	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
made	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
from	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
bed	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
sheets	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
,	[PER=0.001,LOC=0.000,ORG=0.000,O=0.999]	O	O
Vivit	[PER=0.956,LOC=0.019,ORG=0.016,O=0.009]	O	PER
said	[PER=0.001,LOC=0.000,ORG=0.000,O=0.999]	O	O
.	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O

-----------
Current job postings un-answered: 0
Current available humans: 5
Current in-flight queries: 
	Westlake
	heroin
-----------
Next event:
Got response on token 9 "heroin" = O
-----------
TOKEN	DIST	TAG	GUESS
-------------
Westlake	[PER=0.183,LOC=0.134,ORG=0.045,O=0.638]	PER	O
,	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
arrested	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
in	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
December	[PER=0.012,LOC=0.010,ORG=0.003,O=0.974]	O	O
1993	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
and	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
charged	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
with	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
heroin	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
trafficking	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
,	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
sawed	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
the	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
iron	[PER=0.001,LOC=0.001,ORG=0.001,O=0.998]	O	O
grill	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
off	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
his	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
cell	[PER=0.000,LOC=0.000,ORG=0.003,O=0.997]	O	O
window	[PER=0.000,LOC=0.001,ORG=0.000,O=0.998]	O	O
and	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
climbed	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
down	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
the	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
prison	[PER=0.001,LOC=0.001,ORG=0.001,O=0.997]	O	O
's	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
five-metre	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
(	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
15-foot	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
)	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
wall	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
on	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
a	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
rope	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
made	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
from	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
bed	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
sheets	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
,	[PER=0.001,LOC=0.000,ORG=0.000,O=0.999]	O	O
Vivit	[PER=0.956,LOC=0.019,ORG=0.016,O=0.009]	O	PER
said	[PER=0.001,LOC=0.000,ORG=0.000,O=0.999]	O	O
.	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O

-----------
Current job postings un-answered: 0
Current available humans: 5
Current in-flight queries: 
	Westlake
-----------
Move choice:
Launch query on token 0 "Westlake"
-----------
TOKEN	DIST	TAG	GUESS
-------------
Westlake	[PER=0.183,LOC=0.134,ORG=0.045,O=0.638]	PER	O
,	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
arrested	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
in	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
December	[PER=0.012,LOC=0.010,ORG=0.003,O=0.974]	O	O
1993	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
and	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
charged	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
with	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
heroin	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
trafficking	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
,	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
sawed	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
the	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
iron	[PER=0.001,LOC=0.001,ORG=0.001,O=0.998]	O	O
grill	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
off	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
his	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
cell	[PER=0.000,LOC=0.000,ORG=0.003,O=0.997]	O	O
window	[PER=0.000,LOC=0.001,ORG=0.000,O=0.998]	O	O
and	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
climbed	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
down	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
the	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
prison	[PER=0.001,LOC=0.001,ORG=0.001,O=0.997]	O	O
's	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
five-metre	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
(	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
15-foot	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
)	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
wall	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
on	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
a	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
rope	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
made	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
from	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
bed	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
sheets	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
,	[PER=0.001,LOC=0.000,ORG=0.000,O=0.999]	O	O
Vivit	[PER=0.956,LOC=0.019,ORG=0.016,O=0.009]	O	PER
said	[PER=0.001,LOC=0.000,ORG=0.000,O=0.999]	O	O
.	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O

-----------
Current job postings un-answered: 0
Current available humans: 5
Current in-flight queries: 
	Westlake
	Westlake
-----------
Move choice:
io.hybridcrowd.gameplay.Game$Wait@3a2
-----------
TOKEN	DIST	TAG	GUESS
-------------
Westlake	[PER=0.183,LOC=0.134,ORG=0.045,O=0.638]	PER	O
,	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
arrested	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
in	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
December	[PER=0.012,LOC=0.010,ORG=0.003,O=0.974]	O	O
1993	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
and	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
charged	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
with	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
heroin	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
trafficking	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
,	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
sawed	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
the	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
iron	[PER=0.001,LOC=0.001,ORG=0.001,O=0.998]	O	O
grill	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
off	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
his	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
cell	[PER=0.000,LOC=0.000,ORG=0.003,O=0.997]	O	O
window	[PER=0.000,LOC=0.001,ORG=0.000,O=0.998]	O	O
and	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
climbed	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
down	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
the	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
prison	[PER=0.001,LOC=0.001,ORG=0.001,O=0.997]	O	O
's	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
five-metre	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
(	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
15-foot	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
)	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
wall	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
on	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
a	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
rope	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
made	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
from	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
bed	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
sheets	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
,	[PER=0.001,LOC=0.000,ORG=0.000,O=0.999]	O	O
Vivit	[PER=0.956,LOC=0.019,ORG=0.016,O=0.009]	O	PER
said	[PER=0.001,LOC=0.000,ORG=0.000,O=0.999]	O	O
.	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O

-----------
Current job postings un-answered: 0
Current available humans: 5
Current in-flight queries: 
	Westlake
	Westlake
-----------
Next event:
Got response on token 0 "Westlake" = LOC
-----------
TOKEN	DIST	TAG	GUESS
-------------
Westlake	[PER=0.101,LOC=0.520,ORG=0.025,O=0.354]	PER	LOC
,	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
arrested	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
in	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
December	[PER=0.012,LOC=0.010,ORG=0.003,O=0.974]	O	O
1993	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
and	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
charged	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
with	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
heroin	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
trafficking	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
,	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
sawed	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
the	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
iron	[PER=0.001,LOC=0.001,ORG=0.001,O=0.998]	O	O
grill	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
off	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
his	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
cell	[PER=0.000,LOC=0.000,ORG=0.003,O=0.997]	O	O
window	[PER=0.000,LOC=0.001,ORG=0.000,O=0.998]	O	O
and	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
climbed	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
down	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
the	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
prison	[PER=0.001,LOC=0.001,ORG=0.001,O=0.997]	O	O
's	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
five-metre	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
(	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
15-foot	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
)	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
wall	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
on	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
a	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
rope	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
made	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
from	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
bed	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
sheets	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
,	[PER=0.001,LOC=0.000,ORG=0.000,O=0.999]	O	O
Vivit	[PER=0.956,LOC=0.019,ORG=0.016,O=0.009]	O	PER
said	[PER=0.001,LOC=0.000,ORG=0.000,O=0.999]	O	O
.	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O

-----------
Current job postings un-answered: 0
Current available humans: 5
Current in-flight queries: 
	Westlake
-----------
Next event:
Got response on token 0 "Westlake" = PER
-----------
TOKEN	DIST	TAG	GUESS
-------------
Westlake	[PER=0.441,LOC=0.323,ORG=0.016,O=0.220]	PER	PER
,	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
arrested	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
in	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
December	[PER=0.012,LOC=0.010,ORG=0.003,O=0.974]	O	O
1993	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
and	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
charged	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
with	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
heroin	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
trafficking	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
,	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
sawed	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
the	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
iron	[PER=0.001,LOC=0.001,ORG=0.001,O=0.998]	O	O
grill	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
off	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
his	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
cell	[PER=0.000,LOC=0.000,ORG=0.003,O=0.997]	O	O
window	[PER=0.000,LOC=0.001,ORG=0.000,O=0.998]	O	O
and	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
climbed	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
down	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
the	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
prison	[PER=0.001,LOC=0.001,ORG=0.001,O=0.997]	O	O
's	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
five-metre	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
(	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
15-foot	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
)	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
wall	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
on	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
a	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
rope	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
made	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
from	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
bed	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
sheets	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
,	[PER=0.001,LOC=0.000,ORG=0.000,O=0.999]	O	O
Vivit	[PER=0.956,LOC=0.019,ORG=0.016,O=0.009]	O	PER
said	[PER=0.001,LOC=0.000,ORG=0.000,O=0.999]	O	O
.	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O

-----------
Current job postings un-answered: 0
Current available humans: 5
Current in-flight queries: 
-----------
Move choice:
Launch query on token 0 "Westlake"
-----------
TOKEN	DIST	TAG	GUESS
-------------
Westlake	[PER=0.441,LOC=0.323,ORG=0.016,O=0.220]	PER	PER
,	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
arrested	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
in	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
December	[PER=0.012,LOC=0.010,ORG=0.003,O=0.974]	O	O
1993	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
and	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
charged	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
with	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
heroin	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
trafficking	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
,	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
sawed	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
the	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
iron	[PER=0.001,LOC=0.001,ORG=0.001,O=0.998]	O	O
grill	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
off	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
his	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
cell	[PER=0.000,LOC=0.000,ORG=0.003,O=0.997]	O	O
window	[PER=0.000,LOC=0.001,ORG=0.000,O=0.998]	O	O
and	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
climbed	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
down	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
the	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
prison	[PER=0.001,LOC=0.001,ORG=0.001,O=0.997]	O	O
's	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
five-metre	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
(	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
15-foot	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
)	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
wall	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
on	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
a	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
rope	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
made	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
from	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
bed	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
sheets	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
,	[PER=0.001,LOC=0.000,ORG=0.000,O=0.999]	O	O
Vivit	[PER=0.956,LOC=0.019,ORG=0.016,O=0.009]	O	PER
said	[PER=0.001,LOC=0.000,ORG=0.000,O=0.999]	O	O
.	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O

-----------
Current job postings un-answered: 0
Current available humans: 5
Current in-flight queries: 
	Westlake
-----------
Move choice:
Launch query on token 0 "Westlake"
-----------
TOKEN	DIST	TAG	GUESS
-------------
Westlake	[PER=0.441,LOC=0.323,ORG=0.016,O=0.220]	PER	PER
,	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
arrested	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
in	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
December	[PER=0.012,LOC=0.010,ORG=0.003,O=0.974]	O	O
1993	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
and	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
charged	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
with	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
heroin	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
trafficking	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
,	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
sawed	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
the	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
iron	[PER=0.001,LOC=0.001,ORG=0.001,O=0.998]	O	O
grill	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
off	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
his	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
cell	[PER=0.000,LOC=0.000,ORG=0.003,O=0.997]	O	O
window	[PER=0.000,LOC=0.001,ORG=0.000,O=0.998]	O	O
and	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
climbed	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
down	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
the	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
prison	[PER=0.001,LOC=0.001,ORG=0.001,O=0.997]	O	O
's	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
five-metre	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
(	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
15-foot	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
)	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
wall	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
on	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
a	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
rope	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
made	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
from	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
bed	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
sheets	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
,	[PER=0.001,LOC=0.000,ORG=0.000,O=0.999]	O	O
Vivit	[PER=0.956,LOC=0.019,ORG=0.016,O=0.009]	O	PER
said	[PER=0.001,LOC=0.000,ORG=0.000,O=0.999]	O	O
.	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O

-----------
Current job postings un-answered: 0
Current available humans: 5
Current in-flight queries: 
	Westlake
	Westlake
-----------
Next event:
Got response on token 0 "Westlake" = O
-----------
TOKEN	DIST	TAG	GUESS
-------------
Westlake	[PER=0.190,LOC=0.139,ORG=0.007,O=0.664]	PER	O
,	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
arrested	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
in	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
December	[PER=0.012,LOC=0.010,ORG=0.003,O=0.974]	O	O
1993	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
and	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
charged	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
with	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
heroin	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
trafficking	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
,	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
sawed	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
the	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
iron	[PER=0.001,LOC=0.001,ORG=0.001,O=0.998]	O	O
grill	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
off	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
his	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
cell	[PER=0.000,LOC=0.000,ORG=0.003,O=0.997]	O	O
window	[PER=0.000,LOC=0.001,ORG=0.000,O=0.998]	O	O
and	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
climbed	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
down	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
the	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
