Game Results:

TOKEN	TAG	GUESS
QUERIES
-------------
Westlake	PER	O	5
the	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
iron	[PER=0.001,LOC=0.001,ORG=0.001,O=0.998]	O	O
grill	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
off	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
his	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
cell	[PER=0.000,LOC=0.000,ORG=0.002,O=0.998]	O	O
window	[PER=0.000,LOC=0.001,ORG=0.000,O=0.998]	O	O
and	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
climbed	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
down	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
the	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
prison	[PER=0.001,LOC=0.001,ORG=0.001,O=0.997]	O	O
's	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
five-metre	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
(	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
15-foot	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
)	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
wall	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
on	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
a	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
rope	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
made	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
from	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
bed	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
sheets	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
,	[PER=0.001,LOC=0.000,ORG=0.000,O=0.999]	O	O
Vivit	[PER=0.742,LOC=0.126,ORG=0.074,O=0.058]	O	PER
said	[PER=0.001,LOC=0.000,ORG=0.000,O=0.999]	O	O
.	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O

-----------
Current job postings un-answered: 0
Current available humans: 5
Current in-flight queries: 
	Westlake
	Vivit
-----------
Next event:
Got response on token 39 "Vivit" = PER
-----------
TOKEN	DIST	TAG	GUESS
-------------
Westlake	[PER=0.199,LOC=0.148,ORG=0.033,O=0.620]	PER	O
,	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
arrested	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
in	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
December	[PER=0.010,LOC=0.009,ORG=0.002,O=0.980]	O	O
1993	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
and	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
charged	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
with	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
heroin	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
trafficking	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
,	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
sawed	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
the	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
iron	[PER=0.001,LOC=0.001,ORG=0.001,O=0.998]	O	O
grill	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
off	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
his	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
cell	[PER=0.000,LOC=0.000,ORG=0.002,O=0.998]	O	O
window	[PER=0.000,LOC=0.001,ORG=0.000,O=0.998]	O	O
and	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
climbed	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
down	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
the	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
prison	[PER=0.001,LOC=0.001,ORG=0.001,O=0.997]	O	O
's	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
five-metre	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
(	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
15-foot	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
)	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
wall	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
on	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
a	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
rope	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
made	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
from	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
bed	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
sheets	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
,	[PER=0.001,LOC=0.000,ORG=0.000,O=0.999]	O	O
Vivit	[PER=0.953,LOC=0.023,ORG=0.014,O=0.011]	O	PER
said	[PER=0.001,LOC=0.000,ORG=0.000,O=0.999]	O	O
.	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O

-----------
Current job postings un-answered: 0
Current available humans: 5
Current in-flight queries: 
	Westlake
-----------
Move choice:
Launch query on token 38 ","
-----------
TOKEN	DIST	TAG	GUESS
-------------
Westlake	[PER=0.199,LOC=0.148,ORG=0.033,O=0.620]	PER	O
,	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
arrested	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
in	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
December	[PER=0.010,LOC=0.009,ORG=0.002,O=0.980]	O	O
1993	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
and	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
charged	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
with	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
heroin	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
trafficking	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
,	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
sawed	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
the	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
iron	[PER=0.001,LOC=0.001,ORG=0.001,O=0.998]	O	O
grill	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
off	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
his	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
cell	[PER=0.000,LOC=0.000,ORG=0.002,O=0.998]	O	O
window	[PER=0.000,LOC=0.001,ORG=0.000,O=0.998]	O	O
and	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
climbed	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
down	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
the	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
prison	[PER=0.001,LOC=0.001,ORG=0.001,O=0.997]	O	O
's	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
five-metre	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
(	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
15-foot	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
)	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
wall	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
on	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
a	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
rope	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
made	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
from	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
bed	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
sheets	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
,	[PER=0.001,LOC=0.000,ORG=0.000,O=0.999]	O	O
Vivit	[PER=0.953,LOC=0.023,ORG=0.014,O=0.011]	O	PER
said	[PER=0.001,LOC=0.000,ORG=0.000,O=0.999]	O	O
.	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O

-----------
Current job postings un-answered: 0
Current available humans: 5
Current in-flight queries: 
	Westlake
	,
-----------
Next event:
Got response on token 0 "Westlake" = PER
-----------
TOKEN	DIST	TAG	GUESS
-------------
Westlake	[PER=0.635,LOC=0.067,ORG=0.015,O=0.282]	PER	PER
,	[PER=0.001,LOC=0.000,ORG=0.000,O=0.999]	O	O
arrested	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
in	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
December	[PER=0.010,LOC=0.009,ORG=0.002,O=0.980]	O	O
1993	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
and	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
charged	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
with	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
heroin	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
trafficking	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
,	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
sawed	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
the	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
iron	[PER=0.001,LOC=0.001,ORG=0.001,O=0.998]	O	O
grill	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
off	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
his	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
cell	[PER=0.000,LOC=0.000,ORG=0.002,O=0.998]	O	O
window	[PER=0.000,LOC=0.001,ORG=0.000,O=0.998]	O	O
and	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
climbed	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
down	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
the	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
prison	[PER=0.001,LOC=0.001,ORG=0.001,O=0.997]	O	O
's	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
five-metre	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
(	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
15-foot	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
)	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
wall	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
on	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
a	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
rope	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
made	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
from	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
bed	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
sheets	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
,	[PER=0.001,LOC=0.000,ORG=0.000,O=0.999]	O	O
Vivit	[PER=0.953,LOC=0.023,ORG=0.014,O=0.011]	O	PER
said	[PER=0.001,LOC=0.000,ORG=0.000,O=0.999]	O	O
.	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O

-----------
Current job postings un-answered: 0
Current available humans: 5
Current in-flight queries: 
	,
-----------
Move choice:
Launch query on token 0 "Westlake"
-----------
TOKEN	DIST	TAG	GUESS
-------------
Westlake	[PER=0.635,LOC=0.067,ORG=0.015,O=0.282]	PER	PER
,	[PER=0.001,LOC=0.000,ORG=0.000,O=0.999]	O	O
arrested	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
in	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
December	[PER=0.010,LOC=0.009,ORG=0.002,O=0.980]	O	O
1993	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
and	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
charged	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
with	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
heroin	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
trafficking	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
,	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
sawed	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
the	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
iron	[PER=0.001,LOC=0.001,ORG=0.001,O=0.998]	O	O
grill	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
off	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
his	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
cell	[PER=0.000,LOC=0.000,ORG=0.002,O=0.998]	O	O
window	[PER=0.000,LOC=0.001,ORG=0.000,O=0.998]	O	O
and	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
climbed	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
down	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
the	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
prison	[PER=0.001,LOC=0.001,ORG=0.001,O=0.997]	O	O
's	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
five-metre	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
(	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
15-foot	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
)	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
wall	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
on	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
a	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
rope	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
made	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
from	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
bed	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
sheets	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
,	[PER=0.001,LOC=0.000,ORG=0.000,O=0.999]	O	O
Vivit	[PER=0.953,LOC=0.023,ORG=0.014,O=0.011]	O	PER
said	[PER=0.001,LOC=0.000,ORG=0.000,O=0.999]	O	O
.	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O

-----------
Current job postings un-answered: 0
Current available humans: 5
Current in-flight queries: 
	Westlake
	,
-----------
Next event:
Got response on token 38 "," = O
-----------
TOKEN	DIST	TAG	GUESS
-------------
Westlake	[PER=0.635,LOC=0.067,ORG=0.015,O=0.282]	PER	PER
,	[PER=0.001,LOC=0.000,ORG=0.000,O=0.999]	O	O
arrested	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
in	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
December	[PER=0.010,LOC=0.009,ORG=0.002,O=0.980]	O	O
1993	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
and	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
charged	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
with	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
heroin	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
trafficking	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
,	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
sawed	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
the	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
iron	[PER=0.001,LOC=0.001,ORG=0.001,O=0.998]	O	O
grill	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
off	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
his	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
cell	[PER=0.000,LOC=0.000,ORG=0.002,O=0.998]	O	O
window	[PER=0.000,LOC=0.001,ORG=0.000,O=0.998]	O	O
and	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
climbed	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
down	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
the	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
prison	[PER=0.001,LOC=0.001,ORG=0.001,O=0.997]	O	O
's	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
five-metre	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
(	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
15-foot	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
)	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
wall	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
on	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
a	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
rope	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
made	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
from	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
bed	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
sheets	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
,	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
Vivit	[PER=0.953,LOC=0.023,ORG=0.014,O=0.011]	O	PER
said	[PER=0.001,LOC=0.000,ORG=0.000,O=0.999]	O	O
.	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O

-----------
Current job postings un-answered: 0
Current available humans: 5
Current in-flight queries: 
	Westlake
-----------
Move choice:
Launch query on token 0 "Westlake"
-----------
TOKEN	DIST	TAG	GUESS
-------------
Westlake	[PER=0.635,LOC=0.067,ORG=0.015,O=0.282]	PER	PER
,	[PER=0.001,LOC=0.000,ORG=0.000,O=0.999]	O	O
arrested	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
in	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
December	[PER=0.010,LOC=0.009,ORG=0.002,O=0.980]	O	O
1993	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
and	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
charged	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
with	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
heroin	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
trafficking	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
,	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
sawed	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
the	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
iron	[PER=0.001,LOC=0.001,ORG=0.001,O=0.998]	O	O
grill	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
off	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
his	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
cell	[PER=0.000,LOC=0.000,ORG=0.002,O=0.998]	O	O
window	[PER=0.000,LOC=0.001,ORG=0.000,O=0.998]	O	O
and	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
climbed	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
down	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
the	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
prison	[PER=0.001,LOC=0.001,ORG=0.001,O=0.997]	O	O
's	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
five-metre	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
(	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
15-foot	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
)	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
wall	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
on	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
a	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
rope	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
made	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
from	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
bed	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
sheets	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
,	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
Vivit	[PER=0.953,LOC=0.023,ORG=0.014,O=0.011]	O	PER
said	[PER=0.001,LOC=0.000,ORG=0.000,O=0.999]	O	O
.	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O

-----------
Current job postings un-answered: 0
Current available humans: 5
Current in-flight queries: 
	Westlake
	Westlake
-----------
Move choice:
Launch query on token 1 ","
-----------
TOKEN	DIST	TAG	GUESS
-------------
Westlake	[PER=0.635,LOC=0.067,ORG=0.015,O=0.282]	PER	PER
,	[PER=0.001,LOC=0.000,ORG=0.000,O=0.999]	O	O
arrested	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
in	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
December	[PER=0.010,LOC=0.009,ORG=0.002,O=0.980]	O	O
1993	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
and	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
charged	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
with	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
heroin	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
trafficking	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
,	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
sawed	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
the	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
iron	[PER=0.001,LOC=0.001,ORG=0.001,O=0.998]	O	O
grill	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
off	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
his	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
cell	[PER=0.000,LOC=0.000,ORG=0.002,O=0.998]	O	O
window	[PER=0.000,LOC=0.001,ORG=0.000,O=0.998]	O	O
and	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
climbed	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
down	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
the	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
prison	[PER=0.001,LOC=0.001,ORG=0.001,O=0.997]	O	O
's	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
five-metre	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
(	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
15-foot	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
)	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
wall	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
on	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
a	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
rope	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
made	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
from	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
bed	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
sheets	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
,	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
Vivit	[PER=0.953,LOC=0.023,ORG=0.014,O=0.011]	O	PER
said	[PER=0.001,LOC=0.000,ORG=0.000,O=0.999]	O	O
.	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O

-----------
Current job postings un-answered: 0
Current available humans: 5
Current in-flight queries: 
	,
	Westlake
	Westlake
-----------
Next event:
Got response on token 0 "Westlake" = PER
-----------
TOKEN	DIST	TAG	GUESS
-------------
Westlake	[PER=0.924,LOC=0.014,ORG=0.003,O=0.059]	PER	PER
,	[PER=0.001,LOC=0.000,ORG=0.000,O=0.999]	O	O
arrested	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
in	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
December	[PER=0.010,LOC=0.009,ORG=0.002,O=0.980]	O	O
1993	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
and	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
charged	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
with	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
heroin	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
trafficking	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
,	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
sawed	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
the	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
iron	[PER=0.001,LOC=0.001,ORG=0.001,O=0.998]	O	O
grill	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
off	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
his	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
cell	[PER=0.000,LOC=0.000,ORG=0.002,O=0.998]	O	O
window	[PER=0.000,LOC=0.001,ORG=0.000,O=0.998]	O	O
and	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
climbed	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
down	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
the	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
